code régime;caisse gestionnaire;centre gestionnaire;libellé;régime;organisme destinataire;code centre informatique;adresse 1;adresse 2;commune;code postal;cédex;téléphone;fax
01;764;0000;CPAM de Rouen-Elbeuf-Dieppe-Seine-Maritime;Régime Général;764;001;50, Avenue de Bretagne;;ROUEN;76039;CEDEX;02 35 03 63 63;
01;594;0000;CPAM des Flandres-Dunkerque-Armentieres;Régime Général;594;011;2 Rue de la Batellerie;BP 4523;DUNKERQUE;59386;CEDEX 1;03 28 26 39 39;03 28 26 38 80
01;673;0000;CPAM du Bas-Rhin;Régime Général;673;017;16, Rue de Lausanne;BP 408 R 2;STRASBOURG;67090;CEDEX;0811 709 067;
01;251;0000;CPAM du Doubs;Régime Général;251;010;2, Rue Denis Papin;;BESANCON;25036;CEDEX;0 811 70 90 25;
01;291;0000;CPAM du Finistere;Régime Général;291;018;Rue de Savoie;;BREST;29282;CEDEX;3646;02 98 34 53 00
01;599;0000;CPAM du Hainaut;Régime Général;599;011;63, rue du Rempart;BP 499;VALENCIENNES;59321;CEDEX;03 27 23 95 95;
01;682;0000;CPAM du Haut-Rhin;Régime Général;682;017;19, bd du Champ de Mars;BP 40454;COLMAR;68022;CEDEX;03 89 46 97 00;
01;691;0000;CPAM du Rhone;Régime Général;691;025;CPAM de LYON;;LYON;69907;CEDEX 20;0 811 709 069;
01;759;0000;CRAMIF Ile de France;Régime Général;759;004;;;;;;;
01;602;0000;CREIL;Régime Général;602;011;Rue Ribot;BP 201;CREIL;60313;CEDEX;03 44 61 70 84;03 44 24 34 36
01;941;0000;CRETEIL;Régime Général;941;004;1 à 9, Avenue du Général de Gaulle;;CRETEIL;94031;CEDEX;01 43 99 33 33;
01;761;0000;DIEPPE;Régime Général;761;001;Boulevard Georges Clémenceau;;DIEPPE;76882;CEDEX;02 35 04 78 00;
01;041;0000;DIGNE;Régime Général;041;021;3 rue Alphonse Richard;;DIGNE les BAINS;04010;CEDEX;04 92 30 25 50;04 92 30 24 45
01;211;0000;DIJON;Régime Général;211;010;BP 34548;;DIJON;21045;CEDEX;0380593759;
02;211;0000;DIJON;Régime Agricole;211;541;14. rue Félix-Trutat;;DIJON;21046;CEDEX;03.80.63.22.00 ;03.80.63.23.23
02;212;0000;DIJON;Régime Agricole;212;541;7, Bld. Rembrandt;Apogée C    BP 77017;DIJON;21070;;03 80 71 20 42;03 80 71 40 14
02;215;0000;DIJON;Régime Agricole;211;541;14. rue Félix-Trutat;;DIJON;21046;CEDEX;03.80.63.22.00 ;03.80.63.23.23
01;593;0000;DOUAI;Régime Général;593;011;125, Rue Saint Sulpice;BP 821;DOUAI;59508;CEDEX;03 27 93 35 35;
02;831;0000;DRAGUIGNAN;Régime Agricole;831;381;Rue Jean-Aicard;;DRAGUIGNAN;83013;CEDEX;04.94.60.38.38 ;04.94.68.47.58
02;835;0000;DRAGUIGNAN;Régime Agricole;831;381;Rue Jean-Aicard;;DRAGUIGNAN;83013;CEDEX;04.94.60.38.38 ;04.94.68.47.58
01;762;0000;ELBEUF;Régime Général;762;001;Rue de la Prairie;BP400;ELBEUF SUR SEINE;76504;CEDEX;02 32 96 92 69;02 35 81 64 06
06;200;0200;ENIM - CLP Bordeaux;Etablissement National des Invalides de la Marine - ENIM;200;029;;;;;;;
06;200;0800;ENIM - CLP Lorient;Etablissement National des Invalides de la Marine - ENIM;200;029;;;;;;;
06;200;0400;ENIM - CLP Saint-Malo;Etablissement National des Invalides de la Marine - ENIM;200;029;;;;;;;
03;001;5400;EOVI MUTUELLE;Régime Social des Indépendants - RSI;005;002;5, rue Belle Image;;VALENCE;26000;;04.75.82.25.25;
03;043;5200;EOVI MUTUELLE;Régime Social des Indépendants - RSI;140;002;25 Route de montfavet;BP 336;AVIGNON;84022;CEDEX 1 ;04.90.13.36.36;04.90.88.62.37
03;045;5200;EOVI MUTUELLE;Régime Social des Indépendants - RSI;148;002;13 cours du palias;BP 228;PRIVAS;07000;;04.75.66.48.48;
03;045;3300;EOVI Mutuelles Presence;Régime Social des Indépendants - RSI;144;002;76/78, rue de Créqui;;LYON;69472;CEDEX 06 ;04.72.43.59.20 ;04.72.43.59.39
02;881;0000;EPINAL;Régime Agricole;881;541;8, av. Général de Gaulle ;BP 277 ;EPINAL;88017;CEDEX;03 29 64 88 00 ;03 29 82 00 71
02;885;0000;EPINAL;Régime Agricole;881;541;8, av. Général de Gaulle;BP 277 ;EPINAL;88017;CEDEX;03 29 64 88 00 ;03 29 82 00 71
01;881;0000;EPINAL;Régime Général;881;013;14, Rue de la Clé d'Or;BP 584;EPINAL;88015;CEDEX;0820904166;0329643419
01;271;0000;EVREUX;Régime Général;271;001;1bis, Place Saint Taurin;;EVREUX;27030;CEDEX;36 46;
02;271;0000;EVREUX;Régime Agricole;271;591;32. rue Politzer;;EVREUX;27036;CEDEX;02.32.23.43.23 ;02.32.28.00.98
02;272;0000;EVREUX;Régime Agricole;272;591;32 rue Borville Dupuis;;EVREUX;27000;;02 32 62 01 75;
02;275;0000;EVREUX;Régime Agricole;271;591;32. rue Politzer;;EVREUX;27036;CEDEX;02.32.23.43.23 ;02.32.28.00.98
01;911;0000;EVRY;Régime Général;911;004;Boulevard François Mitterrand;;EVRY;91039;CEDEX;01 60 79 79 79;
01;091;0000;FOIX;Régime Général;091;002;1, Avenue de Sibian;;FOIX;09015;CEDEX;05 61 65 74 00;05 61 02 92 99
02;091;0000;FOIX;Régime Agricole;091;821;26. Allées-de-Villote;;FOIX;09002;CEDEX;05.61.65.30.55 ;05.61.02.66.52
02;095;0000;FOIX;Régime Agricole;091;821;26. Allées-de-Villote;;FOIX;09002;CEDEX;05.61.65.30.55 ;05.61.02.66.52
14;100;0000;Fonds de Securite Sociale de l Assemblee Nationale;Assemblée Nationale;100;001;126, rue de l'Université;;PARIS;75355;CEDEX 07;01.40.63.86.22;01.40.63.86.92
01;972;0000;FORT DE FRANCE;Régime Général;972;026;Place d'Armes;;LE LAMENTIN;97210;CEDEX 2;05 96 51 00 08;
01;051;0000;GAP;Régime Général;051;021;10, Boulevard G. Pompidou;;GAP;05012;CEDEX;04 92 53 11 91;04.92.51.38.70
02;051;0000;GAP;Régime Agricole;051;301;25 B Avenue Commandant Dumont;B.P. 79 ;GAP;05015;CEDEX;04.92.40.11.00;04.92.51.49.23
02;055;0000;GAP;Régime Agricole;051;301;25 B Avenue Commandant Dumont;B.P. 79 ;GAP;05015;CEDEX;04.92.40.11.00;04.92.51.49.23
02;381;0000;GRENOBLE;Régime Agricole;381;381;5. place Gustave-Rivet;;GRENOBLE;38048;CEDEX;04.76.88.76.00 ;04.76.88.76.88
02;382;0000;GRENOBLE;Régime Agricole;382;381;47, avenue Alsace Lorraine;;GRENOBLE;38061;CEDEX 1;04 76 43 43 65;
02;385;0000;GRENOBLE;Régime Agricole;381;381;5. place Gustave-Rivet;;GRENOBLE;38048;CEDEX;04.76.88.76.00 ;04.76.88.76.88
03;003;3200;GROUPE MUTUALISTE DE L  EST;Régime Social des Indépendants - RSI;010;001;45, rue de la Sinne;CS 51189;MULHOUSE;68053;CEDEX;03 89 45 44 14;03 89 46 44 72
03;019;3200;GROUPE MUTUALISTE DE L EST;Régime Social des Indépendants - RSI;063;001;1, rue des Cras;;BESANCON;25086;CEDEX 9;;
01;231;0000;GUERET;Régime Général;231;008;Rue Marcel Brunet;;GUERET;23014;CEDEX;05 55 41 23 00;05 55 41 23 13
02;231;0000;GUERET;Régime Agricole;231;821;Avenue d'Auvergne;B.P. 169 ;GUERET;23011;CEDEX;05.55.51.30.00 ;05.55.51.30.14
02;232;0000;GUERET;Régime Agricole;232;821;19, avenue Manouvrier;;GUERET;23000;;05 55 51 01 76;
02;235;0000;GUERET;Régime Agricole;231;821;Avenue d'Auvergne;B.P. 169 ;GUERET;23011;CEDEX;05.55.51.30.00 ;05.55.51.30.14
01;671;0000;HAGUENAU;Régime Général;671;017;17, Rue du Maréchal Joffre;;HAGUENAU;67505;CEDEX;03 88 63 45 00;
96;196;9600;Harmonie Fonction Publique;Mutuelle Nationale Aviation Marine - MNAM;196;074;CS 80532;Avenue des ïles d'or prolongée;TOULON;83041;CEDEX 9;0821 222 065;
96;161;0516;Harmonie Fonction Publique;Mutuelle Nationale Aviation Marine - MNAM;161;074;;;;;;;
96;291;0516;Harmonie Fonction Publique;Mutuelle Nationale Aviation Marine - MNAM;291;074;;;;;;;
96;292;0516;Harmonie Fonction Publique;Mutuelle Nationale Aviation Marine - MNAM;292;074;;;;;;;
96;331;0516;Harmonie Fonction Publique;Mutuelle Nationale Aviation Marine - MNAM;331;074;;;;;;;
96;501;0516;Harmonie Fonction Publique;Mutuelle Nationale Aviation Marine - MNAM;501;074;;;;;;;
96;561;0516;Harmonie Fonction Publique;Mutuelle Nationale Aviation Marine - MNAM;561;074;;;;;;;
96;751;0516;Harmonie Fonction Publique;Mutuelle Nationale Aviation Marine - MNAM;751;074;;;;;;;
96;781;0516;Harmonie Fonction Publique;Mutuelle Nationale Aviation Marine - MNAM;751;074;;;;;;;
96;831;0516;Harmonie Fonction Publique;Mutuelle Nationale Aviation Marine - MNAM;831;074;;;;;;;
96;911;0516;Harmonie Fonction Publique;Mutuelle Nationale Aviation Marine - MNAM;751;074;;;;;;;
96;921;0516;Harmonie Fonction Publique;Mutuelle Nationale Aviation Marine - MNAM;751;074;;;;;;;
96;931;0516;Harmonie Fonction Publique;Mutuelle Nationale Aviation Marine - MNAM;751;074;;;;;;;
96;941;0516;Harmonie Fonction Publique;Mutuelle Nationale Aviation Marine - MNAM;751;074;;;;;;;
96;951;0516;Harmonie Fonction Publique;Mutuelle Nationale Aviation Marine - MNAM;751;074;;;;;;;
03;013;5200;HARMONIE MUTUALITE;Régime Social des Indépendants - RSI;047;001;;;;;;;
03;007;5100;HARMONIE MUTUALITE;Régime Social des Indépendants - RSI;024;002;;;;;;;
03;013;5100;HARMONIE MUTUALITE;Régime Social des Indépendants - RSI;046;001;;;;;;;
03;037;5100;HARMONIE MUTUALITE;Régime Social des Indépendants - RSI;119;001;4, rue Désiré Colombe;BP 80507;NANTES ;44105;CEDEX 4;02.40.99.22.00;02.40.20.55.79
03;037;5200;HARMONIE MUTUALITE;Régime Social des Indépendants - RSI;120;001;67, rue des Ponts de Cé;;ANGERS ;49026;CEDEX 01 ;02.41.68.88.00 ;02.41.66.88.60
03;037;5500;HARMONIE MUTUALITE;Régime Social des Indépendants - RSI;123;001;112, boulevard d'Italie;;LA ROCHE SUR YON ;85014;CEDEX ;02.51.44.29.29 ;02.51.44.29.49
03;027;2700;HARMONIE MUTUALITE;Régime Social des Indépendants - RSI;306;002;;;;;;;
03;041;5400;HARMONIE MUTUALITE;Régime Social des Indépendants - RSI;133;002;HARMONIE MUTUELLE;112 boulevard d'Italie;LA ROCHE SUR YON;85934;9;0980 980 200;02 51 44 29 49
03;053;3200;HARMONIE MUTUELLE;Régime Social des Indépendants - RSI;164;001;3 et 3 bis, rue Taylor;;PARIS;75474;CEDEX 10;01 44 84 16 01;01 44 84 16 41
03;054;6200;HARMONIE MUTUELLE;Régime Social des Indépendants - RSI;168;001;3 et 3 bis, rue Taylor;;PARIS CEDEX 10;75474;CEDEX 15;01 44 84 16 11;
03;001;5200;HARMONIE MUTUELLE;Régime Social des Indépendants - RSI;004;002;30, avenue de France;;ANNECY LE VIEUX ;74945;CEDEX;04.50.23.52.14;
03;027;4200;HARMONIE MUTUELLE;Régime Social des Indépendants - RSI;093;002;202 avenue de Pélissier;;ALBI;81031;CEDEX 9;09 72 72 00 40;
03;007;2700;HARMONIE MUTUELLE;Régime Social des Indépendants - RSI;315;002;Place du 1er - ctre de gestion Régime Obligatoire;CS70713;CLERMOND FERRAND;63050;CEDEX 2;0 980 980 200;04 73 51 50 96
03;011;3100;HARMONIE MUTUELLE;Régime Social des Indépendants - RSI;314;001;Centre de Gestion 29.1;1 rue de Belle-Ile-en-mer;QUIMPER;29193;Cedex;02-98-90-98-98;
03;015;3500;HARMONIE MUTUELLE;Régime Social des Indépendants - RSI;316;001;4 rue Emile Zola;BP 1909;TOURS;37019;CEDEX 1;0980 980 200;02 47 05 04 44
03;025;3500;HARMONIE MUTUELLE;Régime Social des Indépendants - RSI;317;001;;;;;;;
03;029;3500;HARMONIE MUTUELLE;Régime Social des Indépendants - RSI;318;001;;;;;;;
03;009;5200;HARMONIE MUTUELLE;Régime Social des Indépendants - RSI;031;001;3, avenue de la Fontaine Sainte Marguerite;;AUXERRE;89000;CEDEX;03.86.49.27.07;03.86.18.06.63
03;046;3200;HARMONIE MUTUELLE;Régime Social des Indépendants - RSI;209;002;3 ET 3 BIS RUE TAYLOR;;PARIS;75474;CEDEX 10;01.44.84.16.11;
03;019;5200;HARMONIE MUTUELLE;Régime Social des Indépendants - RSI;065;001;22, rue Georges Colomb;BP 165 ;LURE ;70204;CEDEX;03.84.30.08.12;
03;048;3200;HARMONIE MUTUELLE;Régime Social des Indépendants - RSI;213;002;3 ET 3 BIS RUE TAYLOR;;PARIS;75474;CEDEX 10;01.44.84.16.11;
03;052;3200;HARMONIE MUTUELLE;Régime Social des Indépendants - RSI;217;002;CENTRE DE GESTION RO;9, RUE GEORGES PITARD;PARIS;75739;CEDEX 15;01.44.84.16.11;01.44.84.16.41
03;023;5200;HARMONIE MUTUELLE;Régime Social des Indépendants - RSI;080;002;14, avenue Victor Hugo;BP 124 ;TULLE ;19000;CEDEX ;05.55.29.97.97 ;05.55.29.97.90
03;021;4100;HARMONIE MUTUELLE;Régime Social des Indépendants - RSI;071;002;10, rue de la Madeleine;;RODEZ ;12023;CEDEX 9;05.65.73.59.59;
03;021;2600;HARMONIE MUTUELLE;Régime Social des Indépendants - RSI;230;002;;;;;;;
03;031;3100;HARMONIE MUTUELLE;Régime Social des Indépendants - RSI;108;001;174, boulevard de Strasbourg;;LE HAVRE ;76098;CEDEX ;02.35.19.11.41;02.35.19.12.41
03;037;5300;HARMONIE MUTUELLE;Régime Social des Indépendants - RSI;121;001;1, rue de Cheverus;;LAVAL ;53086;CEDEX 9;02.43.67.28.74;02.43.53.33.15
03;039;4600;HARMONIE MUTUELLE;Régime Social des Indépendants - RSI;330;001;;;;;;;
03;013;2700;HARMONIE MUTUELLE;Régime Social des Indépendants - RSI;302;001;4, rue Emile Zola;;TOURS;37000;;0980.980.200;02.47.05.04.44
03;015;2700;HARMONIE MUTUELLE;Régime Social des Indépendants - RSI;303;001;4 rue Emile Zola;BP 1909;TOURS;37019;CEDEX 1;0980 980 200;02 47 05 04 44
03;017;2700;HARMONIE MUTUELLE;Régime Social des Indépendants - RSI;304;002;;;;;;;
03;023;2700;HARMONIE MUTUELLE;Régime Social des Indépendants - RSI;305;002;;;;;;;
03;034;2700;HARMONIE MUTUELLE;Régime Social des Indépendants - RSI;307;001;4 rue Emile Zola;BP 1909;TOURS;37019;Cedex;09 80 98 02 00;0247050444
03;037;2700;HARMONIE MUTUELLE;Régime Social des Indépendants - RSI;308;001;112 bvd d'Italie;;LA ROCHE SUR YON;85934;cedex 9;0 980 980 200;02 51 44 29 49
03;041;2700;HARMONIE MUTUELLE;Régime Social des Indépendants - RSI;309;002;Monsieur Jérôme AVRIL;3 rue José Soriano  CS90019;ST HERBLAIN CEDEX;44801;;02 28 07 17 65;
03;043;2700;HARMONIE MUTUELLE;Régime Social des Indépendants - RSI;310;002;;;;;;;
03;046;2700;HARMONIE MUTUELLE;Régime Social des Indépendants - RSI;311;002;;;;;;;
03;052;2700;HARMONIE MUTUELLE;Régime Social des Indépendants - RSI;312;002;;;;;;;
03;045;3400;HARMONIE MUTUELLE;Régime Social des Indépendants - RSI;145;002;8, place de l'Hôtel de Ville;;SAINT ETIENNE ;42029;CEDEX 1 ;04.77.42.35.80;
03;033;3400;JUST ENSEMBLE NORD;Régime Social des Indépendants - RSI;113;001;19, rue de la Poste;BP 259 ;VALENCIENNES ;59306;CEDEX ;03.27.28.98.98;
03;050;2100;LA MUTUELLE BLEUE (PROF. ARTIS. ILE DE France);Régime Social des Indépendants - RSI;157;002;68, rue du Rocher;;PARIS ;75396;CEDEX 08;01.53.42.59.59;01.53.42.58.38
01;909;0000;La Mutuelle Des Etudiants;Régime Général;909;075;LMDE Assurance Maladie;;RENNES;35070;CEDEX 9;0811 709 730;
92;512;0011;LA MUTUELLE GENERALE AIN;Mutuelle Générale - MG;512;071;TSA 20010;;SAINT PRIEST;69796;CEDEX;0 800 455 455;01 45 59 83 53
92;011;0512;LA MUTUELLE GENERALE AIN;Mutuelle Générale - MG;011;071;15 rue Charles Robin;;BOURG EN BRESSE;01011;;0 800 455 455;04 74 21 89 55
92;512;0021;LA MUTUELLE GENERALE AISNE;Mutuelle Générale - MG;512;071;TSA 20010;;SAINT PRIEST;69796;CEDEX;0 800 455 455;01 45 59 83 53
92;021;0512;LA MUTUELLE GENERALE AISNE;Mutuelle Générale - MG;021;071;22, boulevard Pierre Brossolette;CS 60650;LAON;02011;CEDEX;0 800 455 455;03 23 23 54 74
92;512;0031;LA MUTUELLE GENERALE ALLIER;Mutuelle Générale - MG;512;071;TSA 10001;;MERIGNAC;33687;CEDEX;0 800 455 455;01 45 59 83 53
92;031;0512;LA MUTUELLE GENERALE ALLIER;Mutuelle Générale - MG;031;071;Résidence Vincent d'Indy;Rue de Bardon - CS 81725;MOULINS;03017;CEDEX;0 800 455 455;04 70 46 84 91
92;512;0041;LA MUTUELLE GENERALE ALPES DE HAUTE PROVENCE;Mutuelle Générale - MG;512;071;TSA 20010;;SAINT PRIEST;69796;CEDEX;0 800 455 455;01 45 59 83 53
92;041;0512;LA MUTUELLE GENERALE ALPES DE HAUTE PROVENCE;Mutuelle Générale - MG;041;071;5 avenue de Verdun;CS 30001;DIGNE LES BAINS;04995;CEDEX 9;0 800 455 455;04 92 36 63 08
92;512;0061;LA MUTUELLE GENERALE ALPES MARITIMES;Mutuelle Générale - MG;512;071;TSA 20010;;SAINT PRIEST;69796;CEDEX;0 800 455 455;01 45 59 83 53
92;061;0512;LA MUTUELLE GENERALE ALPES MARITIMES;Mutuelle Générale - MG;061;071;26, avenue de Fabron;;NICE;06283;CEDEX 3;0 800 455 455;04 93 86 41 17
92;071;0512;La Mutuelle Generale ANNONAY;Mutuelle Générale - MG;071;071;Résidence INNOPARC - Bâtiment B - 462, avenue Seguin;CS 60002;PRIVAS;07006;CEDEX;0 800 455 455;04.75.20.25.55
92;512;0072;LA MUTUELLE GENERALE ARDECHE;Mutuelle Générale - MG;512;071;TSA 20010;;SAINT PRIEST;69796;CEDEX;0 800 455 455;01 45 59 83 53
92;072;0512;LA MUTUELLE GENERALE ARDECHE;Mutuelle Générale - MG;072;071;residence Innoparc B 462 av Seguin;BP 634;PRIVAS;07006;CEDEX;0 800 455 455;04 75 20 25 55
92;512;0081;LA MUTUELLE GENERALE ARDENNES;Mutuelle Générale - MG;512;071;TSA 20010;;SAINT PRIEST;69796;CEDEX;0 800 455 455;01 45 59 83 53
92;081;0512;LA MUTUELLE GENERALE ARDENNES;Mutuelle Générale - MG;081;071;3 rue Pierre Gillet;BP 5059;CHARLEVILLE-MEZIERES;08109;CEDEX;0 800 455 455;03 24 59 83 29
92;512;0091;LA MUTUELLE GENERALE ARIEGE;Mutuelle Générale - MG;512;071;TSA 20010;;SAINT PRIEST;69796;CEDEX;0 800 455 455;01 45 59 83 53
92;091;0512;LA MUTUELLE GENERALE ARIEGE;Mutuelle Générale - MG;091;071;17 cours Gabriel Faure;CS 10074;FOIX;09008;CEDEX;0 800 455 455;05 34  09 87 09
92;591;0512;La Mutuelle Generale ARMENTIERES;Mutuelle Générale - MG;591;071;31 rue Denis Papin - Parc des prés;CS 90101;VILLENEUVE D'ASCQ;59668;CEDEX;0 800 455 455;03 20 98 42 14
92;621;0512;La Mutuelle Generale ARRAS;Mutuelle Générale - MG;621;071;11 ter bd Robert Shuman-entrée A;CS 20917;ARRAS;62022;CEDEX;0 800 455 455;03 21 51 83 29
92;512;0101;LA MUTUELLE GENERALE AUBE;Mutuelle Générale - MG;512;071;TSA 20010;;SAINT PRIEST;69796;CEDEX;0 800 455 455;01 45 59 83 53
92;101;0512;LA MUTUELLE GENERALE AUBE;Mutuelle Générale - MG;101;071;12 rue du Ravelin;CS 60172;TROYES;10004;CEDEX;0 800 455 455;03 25 73 21 88
92;512;0111;LA MUTUELLE GENERALE AUDE;Mutuelle Générale - MG;512;071;TSA 20010;;SAINT PRIEST;69796;CEDEX;0 800 455 455;01 45 59 83 53
92;111;0512;LA MUTUELLE GENERALE AUDE;Mutuelle Générale - MG;111;071;42, rue Antoine MARTY;CS 40030;CARCASSONNE;11890;CEDEX 9;0 800 455 455;04 68 11 42 40
92;512;0121;LA MUTUELLE GENERALE AVEYRON;Mutuelle Générale - MG;512;071;TSA 20010;;SAINT PRIEST;69796;CEDEX;0 800 455 455;01 45 59 83 53
92;121;0512;LA MUTUELLE GENERALE AVEYRON;Mutuelle Générale - MG;121;071;résidence la Rotonde;1 avenue Jean Monnet CS 33101;RODEZ;12031;CEDEX 9;0 800 455 455;05 65 77 35 47
92;673;0512;LA MUTUELLE GENERALE BAS RHIN;Mutuelle Générale - MG;673;071;10 rue du vieux marché aux vins;CS 60018;STRASBOURG;67083;CEDEX;0 800 455 455;03.88.24.98.18
92;512;0673;LA MUTUELLE GENERALE BAS RHIN;Mutuelle Générale - MG;512;071;TSA 20010;;SAINT PRIEST;69796;CEDEX;0 800 455 455;01 45 59 83 53
92;341;0512;La Mutuelle Generale BEZIERS;Mutuelle Générale - MG;341;071;1350 avenue Albert Einstein;CS 90046;MONTPELLIER;34046;CEDEX 1;0 800 455 455;04 99 74 20 25
92;512;0131;LA MUTUELLE GENERALE BOUCHES DU RHONE;Mutuelle Générale - MG;512;071;TSA 20010;;SAINT PRIEST;69796;CEDEX;0 800 455 455;01 45 59 83 53
92;131;0512;LA MUTUELLE GENERALE BOUCHES DU RHONE;Mutuelle Générale - MG;131;071;18 rue Dieudé;CS 90001;MARSEILLE;13292;CEDEX 06;0 800 455 455;04 91 33 82 40
92;622;0512;La Mutuelle Generale BOULOGNE SUR MER;Mutuelle Générale - MG;622;071;11 ter bd Robert Shuman-entrée A;CS 20917;ARRAS;62022;CEDEX;0 800 455 455;03.21.51.83.29
92;512;0141;LA MUTUELLE GENERALE CALVADOS;Mutuelle Générale - MG;512;071;TSA 10001;;MERIGNAC;33687;CEDEX;0 800 455 455;01 45 59 83 53
92;141;0512;LA MUTUELLE GENERALE CALVADOS;Mutuelle Générale - MG;141;071;12, rue Paul Toutain;CS 50000;CAEN;14090;CEDEX 9;0 800 455 455;02 31 85 12 48
92;592;0512;La Mutuelle Generale CAMBRAI;Mutuelle Générale - MG;592;071;31 rue Denis Papin - Parc des prés;CS 90101;VILLENEUVE D'ASCQ CEDEX;59668;CEDEX;0 800 455 455;03.20.98.42.14
92;512;0151;LA MUTUELLE GENERALE CANTAL;Mutuelle Générale - MG;512;071;TSA 10001;;MERIGNAC;33687;CEDEX;0 800 455 455;01 45 59 83 53
92;151;0512;LA MUTUELLE GENERALE CANTAL;Mutuelle Générale - MG;151;071;2 rue Pierre Marty;CS 10077;AURILLAC;15017;CEDEX;0 800 455 455;04 71 48 58 52
92;512;0161;LA MUTUELLE GENERALE CHARENTE;Mutuelle Générale - MG;512;071;TSA 20010;;SAINT PRIEST;69796;CEDEX;0 800 455 455;01 45 59 83 53
92;161;0512;LA MUTUELLE GENERALE CHARENTE;Mutuelle Générale - MG;161;071;20 avenue du Maréchal Juin;CS 42207;ANGOULEME;16022;CEDEX;0 800 455 455;05 45 95 65 98
92;512;0171;LA MUTUELLE GENERALE CHARENTE MARITIME;Mutuelle Générale - MG;512;071;TSA 20010;;SAINT PRIEST;69796;CEDEX;0 800 455 455;01 45 59 83 53
92;171;0512;LA MUTUELLE GENERALE CHARENTE MARITIME;Mutuelle Générale - MG;171;071;34 rue Gautier;CS 60241;SAINTES;17108;CEDEX;0 800 455 455;05 46 93 96 07
92;512;0181;LA MUTUELLE GENERALE CHER;Mutuelle Générale - MG;512;071;TSA 10001;;MERIGNAC;33687;CEDEX;0 800 455 455;01 45 59 83 53
92;181;0512;LA MUTUELLE GENERALE CHER;Mutuelle Générale - MG;181;071;enclos des Jacobins;BP 213;BOURGES;18004;CEDEX;0 800 455 455;02 48 27 58 11
92;492;0512;La Mutuelle Generale CHOLET;Mutuelle Générale - MG;492;071;7 Place Mendès France;CS 73211;ANGERS;49032;CEDEX 01;0 800 455 455;02 41 23 15 01
92;681;0512;La Mutuelle Generale COLMAR;Mutuelle Générale - MG;681;071;25, rue du Logelbach;CS 80496;COLMAR;68020;CEDEX;0 800 455 455;03 89 80 35 01
92;512;0191;LA MUTUELLE GENERALE CORREZE;Mutuelle Générale - MG;512;071;TSA 10001;;MERIGNAC;33687;CEDEX;0 800 455 455;01 45 59 83 53
92;191;0512;LA MUTUELLE GENERALE CORREZE;Mutuelle Générale - MG;191;071;1 place de la Halle;CS 40312;BRIVE LA GAILLARDE;19114;CEDEX;0 800 455 455;05 55 17 75 76
92;512;0201;LA MUTUELLE GENERALE CORSE DU SUD;Mutuelle Générale - MG;512;071;TSA 20010;;SAINT PRIEST;69796;CEDEX;0 800 455 455;01 45 59 83 53
92;201;0512;LA MUTUELLE GENERALE CORSE DU SUD;Mutuelle Générale - MG;201;071;23 rue du docteur Del Pellegrino;CS 10025;AJACCIO;20090;;0 800 455 455;04 95 20 27 00
92;512;0211;LA MUTUELLE GENERALE COTE D OR;Mutuelle Générale - MG;512;071;TSA 20010;;SAINT PRIEST;69796;CEDEX;0 800 455 455;01 45 59 83 53
92;211;0512;LA MUTUELLE GENERALE COTE D OR;Mutuelle Générale - MG;211;071;21 rue Monge;CS 50769;DIJON;21007;CEDEX;0 800 455 455;03 80 45 26 49
92;512;0221;LA MUTUELLE GENERALE COTES D ARMOR;Mutuelle Générale - MG;512;071;TSA 10001;;MERIGNAC;33687;CEDEX;0 800 455 455;01 45 59 83 53
92;221;0512;LA MUTUELLE GENERALE COTES D ARMOR;Mutuelle Générale - MG;221;071;25, rue de Paris;CS 42103;SAINT BRIEUC;22021;CEDEX 1;0 800 455 455;02 96 61 05 27
92;602;0512;La Mutuelle Generale CREIL;Mutuelle Générale - MG;602;071;rue des filatures;CS 70572;BEAUVAIS;60023;CEDEX;0 800 455 455;03 44 48 31 18
92;512;0231;LA MUTUELLE GENERALE CREUSE;Mutuelle Générale - MG;512;071;TSA 10001;;MERIGNAC;33687;CEDEX;0 800 455 455;01 45 59 83 53
92;231;0512;LA MUTUELLE GENERALE CREUSE;Mutuelle Générale - MG;231;071;11, avenue du Bourbonnais;CS 40175;GUERET;23004;CEDEX;0 800 455 455;05 55 52 09 13
92;791;0512;LA MUTUELLE GENERALE DEUX SEVRES;Mutuelle Générale - MG;791;071;Villa Le Niorto;20, place du Port BP 8535 - CS 88535;NIORT;79025;CEDEX 9;0 800 455 455;05 49 73 06 76
92;512;0791;LA MUTUELLE GENERALE DEUX SEVRES;Mutuelle Générale - MG;512;071;TSA 10001;;MERIGNAC;33687;CEDEX;0 800 455 455;01 45 59 83 53
92;761;0512;La Mutuelle Generale DIEPPE;Mutuelle Générale - MG;761;071;4 rue du Grand Feu;CS 61001;ROUEN;76171;CEDEX 1;0 800 455 455;02 35 03 76 38
92;512;0241;LA MUTUELLE GENERALE DORDOGNE;Mutuelle Générale - MG;512;071;TSA 20010;;SAINT PRIEST;69796;CEDEX;0 800 455 455;01 45 59 83 53
